file_path,file_id,speaker_id,label,label_name,attack_id,dataset_partition,source_dataset,duration,sample_rate
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_5859556.flac,LA_D_5859556,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.4791875,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_5870696.flac,LA_D_5870696,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.7338125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_5972310.flac,LA_D_5972310,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,2.729625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_5989648.flac,LA_D_5989648,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.0109375,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_6022982.flac,LA_D_6022982,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.3930625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_6056778.flac,LA_D_6056778,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.1329375,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_6059653.flac,LA_D_6059653,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.108625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_6211292.flac,LA_D_6211292,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.3961875,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_6291895.flac,LA_D_6291895,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.221125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_6397937.flac,LA_D_6397937,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.433,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_6402048.flac,LA_D_6402048,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.772625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_6448946.flac,LA_D_6448946,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.449875,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_6648802.flac,LA_D_6648802,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.1965,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_6663247.flac,LA_D_6663247,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,5.5858125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_6679303.flac,LA_D_6679303,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.1515625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_6724166.flac,LA_D_6724166,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,5.0716875,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_6853824.flac,LA_D_6853824,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.23225,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_6976006.flac,LA_D_6976006,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.1318125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7030288.flac,LA_D_7030288,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,5.1580625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7051994.flac,LA_D_7051994,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.3506875,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7054977.flac,LA_D_7054977,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,2.6853125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7130250.flac,LA_D_7130250,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.5368125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7140023.flac,LA_D_7140023,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.174,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7148850.flac,LA_D_7148850,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.5331875,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7194660.flac,LA_D_7194660,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,2.639625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7269236.flac,LA_D_7269236,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.4315,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7341689.flac,LA_D_7341689,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,5.670125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7360454.flac,LA_D_7360454,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.4760625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7399617.flac,LA_D_7399617,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,6.05775,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7450790.flac,LA_D_7450790,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.497,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7473394.flac,LA_D_7473394,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.696625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7521836.flac,LA_D_7521836,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.7505625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7543100.flac,LA_D_7543100,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,2.8163125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7638211.flac,LA_D_7638211,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.1758125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7679130.flac,LA_D_7679130,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,6.4830625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7758918.flac,LA_D_7758918,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.750625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_7793148.flac,LA_D_7793148,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.3250625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8017626.flac,LA_D_8017626,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.0200625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8184939.flac,LA_D_8184939,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.388,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8241585.flac,LA_D_8241585,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,2.9895625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8428131.flac,LA_D_8428131,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.578,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8432583.flac,LA_D_8432583,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,2.640625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8736165.flac,LA_D_8736165,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.0918125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8750703.flac,LA_D_8750703,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.153375,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8764814.flac,LA_D_8764814,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,6.4835625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8812163.flac,LA_D_8812163,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.520125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8813855.flac,LA_D_8813855,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.3498125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8817568.flac,LA_D_8817568,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.1290625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8869015.flac,LA_D_8869015,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,2.38125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8869959.flac,LA_D_8869959,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.5620625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8923486.flac,LA_D_8923486,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.1540625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_8966044.flac,LA_D_8966044,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.799375,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_9015485.flac,LA_D_9015485,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.3018125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_9113203.flac,LA_D_9113203,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.2808125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_9134844.flac,LA_D_9134844,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.9469375,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_9375342.flac,LA_D_9375342,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.2835,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_9498667.flac,LA_D_9498667,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.1766875,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_9509324.flac,LA_D_9509324,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.4746875,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_9602677.flac,LA_D_9602677,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.711375,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_9697774.flac,LA_D_9697774,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.283375,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_9699048.flac,LA_D_9699048,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,4.2625625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_9732143.flac,LA_D_9732143,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.241875,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_9867970.flac,LA_D_9867970,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,6.8659375,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_9869348.flac,LA_D_9869348,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,5.415875,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_9884114.flac,LA_D_9884114,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.492375,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_9977795.flac,LA_D_9977795,LA_0069,0,bonafide,-,development,ASVspoof2019_LA,3.4548125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_1090286.flac,LA_D_1090286,LA_0070,0,bonafide,-,development,ASVspoof2019_LA,4.47775,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_1119156.flac,LA_D_1119156,LA_0070,0,bonafide,-,development,ASVspoof2019_LA,2.3401875,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_1173765.flac,LA_D_1173765,LA_0070,0,bonafide,-,development,ASVspoof2019_LA,2.092625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_1219450.flac,LA_D_1219450,LA_0070,0,bonafide,-,development,ASVspoof2019_LA,2.6808125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_1239754.flac,LA_D_1239754,LA_0070,0,bonafide,-,development,ASVspoof2019_LA,4.3045625,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_1245000.flac,LA_D_1245000,LA_0070,0,bonafide,-,development,ASVspoof2019_LA,2.4286875,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_1279882.flac,LA_D_1279882,LA_0070,0,bonafide,-,development,ASVspoof2019_LA,2.1298125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_1399387.flac,LA_D_1399387,LA_0070,0,bonafide,-,development,ASVspoof2019_LA,2.34325,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_1409575.flac,LA_D_1409575,LA_0070,0,bonafide,-,development,ASVspoof2019_LA,2.474,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_1426585.flac,LA_D_1426585,LA_0070,0,bonafide,-,development,ASVspoof2019_LA,2.8148125,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_1472077.flac,LA_D_1472077,LA_0070,0,bonafide,-,development,ASVspoof2019_LA,2.3831875,16000
data\raw\development\ASVspoof2019_LA_dev\flac\LA_D_1518150.flac,LA_D_1518150,LA_0070,0,bonafide,-,development,ASVspoof2019_LA,3.1074375,16000
